Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:27cMZ0yASZTMe2TGfYnxo6,"Dead","White Flag","Normandie",2018-10-26,236000,33,false,61zi52kwvzh9tru5iowg1ufof,2025-05-03T04:24:06Z,"","Easy Life Records",0.547,0.739,5,-7.117,0,0.0559,0.00152,0.00139,0.043,0.71,149.78,4
spotify:track:5WsE374LpBomAkCRSOcjWo,"Medicine","Medicine","Artist Vs Poet",2014-12-16,166451,46,true,61zi52kwvzh9tru5iowg1ufof,2025-04-06T02:27:45Z,"pop punk","Independent",0.622,0.85,1,-5.679,1,0.0971,0.000899,0,0.326,0.61,155.18,4
spotify:track:7sZdj5JPgukshwJzwuIRrl,"Stealing Time","Stadium Rock","Extreme Music",2015-09-25,172714,1,false,61zi52kwvzh9tru5iowg1ufof,2025-02-08T14:19:32Z,"","Extreme Music",0.447,0.695,5,-8.028,1,0.0397,0.0000652,0.0000963,0.102,0.377,152.96,4
spotify:track:7q8mDAflIQj8CsRWsHcMhE,"Ride","Presence","Presence",2006-10-24,169013,27,false,61zi52kwvzh9tru5iowg1ufof,2025-03-22T23:23:45Z,"nu metal,rap metal,italo disco","Curb Records",0.44,0.892,0,-4.439,1,0.0351,0.0000747,0,0.337,0.863,170.071,4
spotify:track:5d6S1NndTYHRWeP5V2FUdZ,"Sandcastles","Sandcastles","Sever",2019-12-26,224470,35,false,61zi52kwvzh9tru5iowg1ufof,2025-05-01T23:30:47Z,"metalcore","SEVER",0.407,0.947,4,-5.395,0,0.0661,0.000782,0.000451,0.102,0.591,169.999,4
spotify:track:0WU66d8zxvlmy7PBbQwljY,"Don't Stop","Innerpartysystem (Exclusive Edition)","Innerpartysystem",2008-01-01,282720,36,true,61zi52kwvzh9tru5iowg1ufof,2025-03-19T12:30:01Z,"","Island Def Jam",0.421,0.941,5,-5.832,0,0.223,0.000171,0.00432,0.303,0.133,76.351,4
spotify:track:1pFYTEADOtFuKxq8LVhxEm,"Afterlife","The Nexus","Amaranthe",2012-01-01,195000,40,false,61zi52kwvzh9tru5iowg1ufof,2025-05-14T23:06:42Z,"symphonic metal,power metal,metal","Spinefarm FI",0.48,0.971,8,-4.202,1,0.142,0.000122,0,0.395,0.614,102.559,4
spotify:track:7ybhxUwZmjEAJNMePTo1ps,"Leave Everything Behind","Amaranthe","Amaranthe",2011-01-01,197853,36,false,61zi52kwvzh9tru5iowg1ufof,2025-05-14T23:03:08Z,"symphonic metal,power metal,metal","Spinefarm FI",0.513,0.919,0,-4.85,0,0.128,0.0000962,0,0.0898,0.351,108.038,4
spotify:track:4eMIrcbIZXunB7C76hF5lN,"Grand Theft Audio","Grand Theft Audio","Tommy Vext",2022-08-19,194287,25,false,61zi52kwvzh9tru5iowg1ufof,2025-02-03T02:52:31Z,"","One A Records",0.265,0.936,0,-4.37,0,0.115,0.0000417,0,0.254,0.284,142.573,4
spotify:track:2tQipNICPYzDle4gBXHJUx,"Uncomfortably Numb","Uncomfortably Numb","Everrest",2021-08-12,237243,28,false,61zi52kwvzh9tru5iowg1ufof,2025-02-11T12:41:03Z,"","1707556 Records DK2",0.429,0.978,4,-2.794,0,0.186,0.000218,0,0.141,0.231,155.027,4
spotify:track:4dOLn4Ebh6OG7jtrgxHj0r,"What You Deserve","Unity","No Resolve",2017-01-06,250661,45,false,61zi52kwvzh9tru5iowg1ufof,2025-02-02T23:57:58Z,"","No Resolve",0.499,0.863,3,-5.118,0,0.057,0.0000122,0,0.18,0.304,125.967,4
