Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2MvnLjVwhhCETaRvkomins,"Creeping in My Soul","Cryoshell","Cryoshell",2010-06-07,235207,50,false,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:38:26Z,"","Cryoshell",0.484,0.879,4,-5.139,0,0.0555,0.0119,0.00011,0.114,0.116,94.088,4
spotify:track:6wbZ9uDMpllwygIBlzI9MO,"FAUX","FAUX","Cryoshell",2021-03-19,224280,36,false,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:38:30Z,"","Cryoshell",0.312,0.879,8,-5.899,1,0.0752,0.000688,0.000182,0.323,0.095,160.122,1
spotify:track:3Xfg7AegXaDLoD5GOUMf2e,"My Demons","Transmissions (Deluxe Version)","STARSET",2014,288036,74,false,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:38:46Z,"","Fearless Records",0.274,0.652,5,-6.196,0,0.0625,0.00768,0.0000642,0.108,0.1,173.008,4
spotify:track:6RAFJffY5Dv2h0w1WNxzLL,"Unbecoming","Vessels","STARSET",2017-01-20,250026,50,false,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:38:53Z,"","Fearless Records",0.401,0.909,1,-6.192,0,0.0856,0.000486,0,0.32,0.11,138.064,4
spotify:track:36ECEkodXYhLPyBHjZCEHh,"It Has Begun","Transmissions (Deluxe Version)","STARSET",2014,316812,60,false,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:39:01Z,"","Fearless Records",0.254,0.724,5,-6.513,1,0.0675,0.00876,0.0012,0.186,0.123,127.888,4
spotify:track:006JXPV4FsK49ehd5lrWYG,"I Come Alive","Vulnerable","The Used",2012-03-27,196306,33,false,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:39:47Z,"emo,screamo,post-hardcore,pop punk","Anger Music Group",0.519,0.962,5,-4.904,1,0.189,0.000211,0.000412,0.373,0.197,108.454,3
spotify:track:6RjSpSmNhBpcp9iqeCZwsq,"All of Me","Open Letter","Fivefold",2015-12-28,181898,39,false,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:44:19Z,"","Fivefold",0.443,0.956,11,-3.099,0,0.0865,0.000134,0,0.185,0.466,158.001,4
spotify:track:7GPj3fZpLZcG5UERy1VLKb,"Bones","Bones","Young Guns",2012-02-06,193813,41,false,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:46:02Z,"","Play It Again Sam",0.397,0.953,6,-3.124,0,0.0603,0.00000851,0.32,0.146,0.455,156.999,4
spotify:track:7umXUCAIdrZtkMyj2EQo9O,"Calling You Out","The Alternative: Calling You Out","The Alternative",2015-05-29,187169,2,false,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:46:13Z,"","Warner Chappell Production Music",0.296,0.949,11,-5.406,0,0.116,0.0000116,0.581,0.632,0.486,81.652,4
spotify:track:3YHyAQ6FDcG543TpjMX6Df,"Bite My Tongue","Sinners Never Sleep (10 Year Anniversary Edition)","You Me At Six;Oli Sykes",2022-05-27,222040,27,true,61zi52kwvzh9tru5iowg1ufof,2025-06-03T01:57:06Z,"pop punk","UMC (Universal Music Catalogue)",0.422,0.819,2,-4.075,1,0.0477,0.00112,0.000104,0.195,0.385,144.033,4
spotify:track:1Ax7HKJ0dAoZUKvcm2Njcc,"Closer to the Truth","Cryoshell","Cryoshell",2010-06-07,242165,40,false,61zi52kwvzh9tru5iowg1ufof,2025-06-06T15:27:21Z,"","Cryoshell",0.447,0.686,2,-4.545,0,0.0384,0.0497,0,0.134,0.123,119.979,4
spotify:track:5JVUosJnL3DYJ4LkR5JJms,"Breakout","Breakout","Cryoshell",2012-11-30,195981,31,false,61zi52kwvzh9tru5iowg1ufof,2025-06-29T23:10:45Z,"","Cryoshell",0.559,0.76,4,-7.242,0,0.0342,0.000894,0.00346,0.109,0.258,117.027,4
spotify:track:5sl3IBWUqEmoN8LcJPGo4J,"It Starts","It Starts","Alex Metric",2009-11-30,195918,42,false,61zi52kwvzh9tru5iowg1ufof,2025-09-21T15:59:52Z,"","Marine Parade",0.484,0.779,10,-4.454,1,0.0749,0.0013,0.00507,0.0352,0.772,157.978,4
